key,value,reference value,description
inapp_checkout.gift.gift_details.message.subheading,Personlig melding,Personal message,Personal message
inapp_checkout.gift.gift_details.message.helptext,Meldingen vil bli sendt til mottakeren med gaven din,The message will be sent to the recipient with your gift,The message will be sent to the recipient with your gift
inapp_checkout.gift.gift_details.message.placeholder,Gi din gavebeskjed,Your gift message,Your gift message
inapp_checkout.gift.customer.header,Legg til mottakerinformasjon,Add recipient information,Add recipient information
inapp_checkout.gift.customer.header.edit,Rediger mottakerinformasjon,Edit recipient information,Edit recipient information
inapp_checkout.gift.customer.update,Oppdater,Update,Update
inapp_checkout.gift.customer.next,Neste,Next,Next
inapp_checkout.gift.billing_address.update,Oppdater,Update,Update
inapp_checkout.gift.billing_address.next,Neste,Next,Next
inapp_checkout.gift.billing_address.header,Legg til faktureringsdetaljer,Add your billing details,Add your billing details
inapp_checkout.gift.billing_address.header.edit,Rediger faktureringsdetaljer,Edit your billing details,Edit your billing details
inapp_checkout.gift.shipping_address.header,Legg til mottakers leveringsadresse,Add recipient shipping address,Add recipient shipping address
inapp_checkout.gift.shipping_address.header.edit,Rediger mottakers leveringsadresse,Edit recipient shipping address,Edit recipient shipping address
inapp_checkout.gift.shipping_address.update,Oppdater,Update,Update
inapp_checkout.gift.shipping_address.next,Neste,Next,Next
inapp_checkout.gift.payment_method.header,Legg til betalingsinformasjon,Add your payment information,Add your payment information
inapp_checkout.gift.payment_method.header.edit,Rediger betalingsinformasjon,Edit your payment information,Edit your payment information
inapp_checkout.gift.payment_method.update,Oppdater,Update,Update
inapp_checkout.gift.payment_method.next,Neste,Next,Next
inapp_checkout.gift.review.gift.header,Gavedetaljer,Gift details,Gift details
inapp_checkout.gift.review.gift.your_message.label,Personlig melding,Personal Message,Personal Message
inapp_checkout.gift.review.gift.from.label,Fra,From,From
inapp_checkout.gift.review.gift.scheduled_at.label,Planlagt,Scheduled,Scheduled
inapp_checkout.gift.review.gift.immediately.label,Sendt umiddelbart,Immediately sent,Immediately sent
inapp_checkout.gift.review.shipping.header,Mottakers leveringsadresse,Recipient shipping address,Recipient shipping address
inapp_checkout.gift.review.account.header,Mottakerdetaljer,Recipient details,Recipient details
inapp_checkout.gift.subscription.header,Legg til gaveabonnementdetaljer,Add gift subscription details,Add gift subscription details
inapp_checkout.gift.subscription.header.edit,Rediger gaveabonnementdetaljer,Edit gift subscription details,Edit gift subscription details
inapp_checkout.gift.subscription.update,Oppdater,Update,Update
inapp_checkout.gift.subscription.next,Neste,Next,Next
inapp_checkout.gift.review.header,Ferdigstill bestillingen din,Complete your order,Complete your order
inapp_checkout.gift.review.btn.txt,Betal %{amount} og legg inn gavebestilling,Pay %{amount} & place gift order,Pay %{amount} & place gift order
inapp_checkout.gift.thankyou.header,,,
inapp_checkout.gift.thankyou.body,,,
inapp_checkout.gift.thankyou.close,LUKK,CLOSE,CLOSE
inapp_checkout.gift.review.self_gift.warning,Det ser ut til at du sender gaven til din egen e-postadresse.,You seem to be sending the gift to your own email address.,You seem to be sending the gift to your own email address.
inapp_checkout.gift.payment_method.note.plan.no_trial,,,
inapp_checkout.gift.cart.note.plan.no_trial,,,
inapp_checkout.gift.review.note.plan.no_trial,,,
inapp_checkout.gift.customer.note,,,
inapp_checkout.gift.subscription.note,,,
inapp_checkout.gift.shipping_address.note,,,
inapp_checkout.gift.billing_address.note,,,
inapp_checkout.gift.review.threedsWarning.non_trial,Du kan bli omdirigert til bankens side for 3D-sikkerhetsverifisering.,You may be redirected to your bank page for 3D secure verification.,You may be redirected to your bank page for 3D secure verification.
inapp_checkout.gift.review.threedsWarning.trial,,"You may be redirected to your bank page for 3D secure verification for which a token amount may be charged,which will be fully refunded automatically.","You may be redirected to your bank page for 3D secure verification for which a token amount may be charged,which will be fully refunded automatically."
inapp_checkout.gift_claim.modal_button.cancel,Avbryt,Cancel,Cancel
inapp_checkout.gift_claim.modal_button.confirm,Bekreft,Confirm,Confirm
inapp_checkout.gift_claim.cart.header,Gaven din,Your gift,Your gift
inapp_checkout.gift_claim.cart.header.edit,Gaven din,Your gift,Your gift
inapp_checkout.gift_claim.cart.next,Fortsett for å kreve,Proceed to claim,Proceed to claim
inapp_checkout.gift_claim.cart.body_desc,Gratulerer med gaven! Du må kreve den for å komme i gang!,Congratulations on your gift! You need to claim it to get started!,Congratulations on your gift! You need to claim it to get started!
inapp_checkout.gift_claim.customer.body_desc,Her er detaljene vi har fått. Du kan oppdatere denne informasjonen om nødvendig.,"Here are the details that we have got. You can update this information, if required.","Here are the details that we have got. You can update this information, if required."
inapp_checkout.gift_claim.customer.header,Legg til kontoinformasjon,Add your account information,Add your account information
inapp_checkout.gift_claim.customer.header.edit,Rediger kontoinformasjon,Edit your account information,Edit your account information
inapp_checkout.gift_claim.customer.update,Oppdater,Update,Update
inapp_checkout.gift_claim.customer.next,Neste,Next,Next
inapp_checkout.gift_claim.shipping_address.header,Legg til leveringsadresse,Add your shipping address,Add your shipping address
inapp_checkout.gift_claim.shipping_address.header.edit,Rediger leveringsadresse,Edit your shipping address,Edit your shipping address
inapp_checkout.gift_claim.shipping_address.update,Oppdater,Update,Update
inapp_checkout.gift_claim.shipping_address.next,Neste,Next,Next
inapp_checkout.gift_claim.shipping_address.body_desc,,,
inapp_checkout.gift_claim.review.shipping.header,Leveringsadresse,Shipping address,Shipping address
inapp_checkout.gift_claim.review.account.header,Konto,Account,Account
inapp_checkout.gift_claim.review.subscription.header,Abonnementsdetaljer,Subscription details,Subscription details
inapp_checkout.gift_claim.subscription.header,Legg til gaveabonnementdetaljer,Add gift subscription details,Add gift subscription details
inapp_checkout.gift_claim.subscription.header.edit,Rediger gaveabonnementdetaljer,Edit gift subscription details,Edit gift subscription details
inapp_checkout.gift_claim.subscription.update,Oppdater,Update,Update
inapp_checkout.gift_claim.subscription.next,Neste,Next,Next
inapp_checkout.gift_claim.subscription.body_desc,,,
inapp_checkout.gift_claim.review.header,Krev gaven din,Claim your gift,Claim your gift
inapp_checkout.gift_claim.review.btn.txt,Krev gave,Claim Gift,Claim Gift
inapp_checkout.gift_claim.thankyou.header,,,
inapp_checkout.gift_claim.thankyou.body,,,
inapp_checkout.gift_claim.thankyou.close,LUKK,CLOSE,CLOSE
inapp_checkout.gift_claim.cart.note.plan.no_trial,,,
inapp_checkout.gift_claim.review.note.plan.no_trial,,,
inapp_checkout.gift_claim.customer.note,,,
inapp_checkout.gift_claim.subscription.note,,,
inapp_checkout.gift_claim.shipping_address.note,,,
hp_v4.checkout.full_page.action.add,Legg til,Add,Add
hp_v4.checkout.full_page.action.cart.back,Tilbake til handlekurv,Back to cart,Back to cart
hp_v4.checkout.full_page.action.cart.next,Fortsett til kassen,Proceed To Checkout,Proceed To Checkout
hp_v4.checkout.full_page.action.cart.remove,Fjern,Remove,Remove
hp_v4.checkout.full_page.action.cart_item.hide_details,Skjul detaljer,Hide Details,Hide Details
hp_v4.checkout.full_page.action.cart_item.see_details,Se detaljer,See Details,See Details
hp_v4.checkout.full_page.action.change.payment_method,Endre betalingsmetode,Change your payment method,Change your payment method
hp_v4.checkout.full_page.action.copy_billing_address_to_card,Bruk faktureringsadresse som kortadresse,Use my billing address as card address,Use my billing address as card address
hp_v4.checkout.full_page.action.copy_shipping_address_to_card,Bruk leveringsadresse som kortadresse,Use my shipping address as card address,Use my shipping address as card address
hp_v4.checkout.full_page.action.coupons.apply,Bruk,Apply,Apply
hp_v4.checkout.full_page.action.direct_debit.confirm_and_pay,Bekreft og betal,Confirm and Pay,Confirm and Pay
hp_v4.checkout.full_page.action.direct_debit.edit,Rediger,Edit,Edit
hp_v4.checkout.full_page.action.direct_debit.enter_iban,Skriv inn IBAN,Enter IBAN,Enter IBAN
hp_v4.checkout.full_page.action.direct_debit.enter_local_details,Skriv inn lokale bankdetaljer,Enter local bank details,Enter local bank details
hp_v4.checkout.full_page.action.direct_debit.got_it,Skjønner,Got it,Got it
hp_v4.checkout.full_page.action.future_charges.see,Fremtidige kostnader,Future charges,Future charges
hp_v4.checkout.full_page.action.login,Logg inn,Login,Login
hp_v4.checkout.full_page.action.login.use_another_account,Bruk en annen konto,Use another account,Use another account
hp_v4.checkout.full_page.action.new.payment_method.add,Legg til ny betalingsmetode,Add new payment method,Add new payment method
hp_v4.checkout.full_page.action.new.shipping_address.add,Legg til ny leveringsadresse,Add new shipping address,Add new shipping address
hp_v4.checkout.full_page.action.next,Neste,Next,Next
hp_v4.checkout.full_page.action.order.pay_amount,Betal %{amount},Pay %{amount},Pay %{amount}
hp_v4.checkout.full_page.action.order.pay_and_subscribe,Betal %{amount} og abonner,Pay %{amount} & subscribe,Pay %{amount} & subscribe
hp_v4.checkout.full_page.action.order.subscribe,Abonner,Subscribe,Subscribe
hp_v4.checkout.full_page.action.order_summary.back,Tilbake til bestillingsoversikt,Back to order summary,Back to order summary
hp_v4.checkout.full_page.action.otp.login,Logg inn med verifikasjonskode,Log in using verification code,Log in using verification code
hp_v4.checkout.full_page.action.otp.resend,Send verifikasjonskode på nytt,Resend verification code,Resend verification code
hp_v4.checkout.full_page.action.password.enter_instead,Skriv inn passord i stedet,Enter password instead,Enter password instead
hp_v4.checkout.full_page.action.payment_method.edit,Rediger betalingsmetode,Edit your payment method,Edit your payment method
hp_v4.checkout.full_page.action.payment_method.update,Oppdater betalingsmetode,Update payment method,Update payment method
hp_v4.checkout.full_page.action.proceed,Fortsett,Proceed,Proceed
hp_v4.checkout.full_page.action.ship_to_my_billing_address,Leveringsadresse er den samme som faktureringsadresse,Shipping address is the same as my billing address,Shipping address is the same as my billing address
hp_v4.checkout.full_page.action.site.back,Tilbake til nettsted,Back to site,Back to site
hp_v4.checkout.full_page.direct_debit.ach.setup,Sett opp ACH,Set up ACH,Set up ACH
hp_v4.checkout.full_page.direct_debit.ending,slutter,ending,ending
hp_v4.checkout.full_page.header.billing_address.title,Faktureringsadresse,Billing Address,Billing Address
hp_v4.checkout.full_page.header.card.title,Kort,Card,Card
hp_v4.checkout.full_page.header.checkout.title,Kasse,Checkout,Checkout
hp_v4.checkout.full_page.header.choose_payment.title,Betaling,Payment,Payment
hp_v4.checkout.full_page.header.customer.title,Kontodetaljer,Account Details,Account Details
hp_v4.checkout.full_page.header.invoice.title,Kjøpsdetaljer,Purchase details,Purchase details
hp_v4.checkout.full_page.header.order.summary,Bestillingsoversikt,Order summary,Order summary
hp_v4.checkout.full_page.header.order.title,Handlekurven din,Your cart,Your cart
hp_v4.checkout.full_page.header.payment_method.title,Betalingsdetaljer,Payment Details,Payment Details
hp_v4.checkout.full_page.header.recommended_addons.title,Anbefalte tillegg,Recommended addons,Recommended addons
hp_v4.checkout.full_page.header.shipping_address.title,Leveringsadresse,Shipping Address,Shipping Address
hp_v4.checkout.full_page.header.subscription.title,Abonnementsdetaljer,Subscription details,Subscription details
hp_v4.checkout.full_page.header.thank_you.title,Takk for bestillingen din,Thank you for your order,Thank you for your order
hp_v4.checkout.full_page.info.address,Adresse,Address,Address
hp_v4.checkout.full_page.info.cart.next_charge,Neste kostnad på %{date},Next charge on %{date},Next charge on %{date}
hp_v4.checkout.full_page.info.cart.pay_now,Betal nå,Pay now,Pay now
hp_v4.checkout.full_page.info.cart.trial_info,Du vil bli belastet etter %{plan_trial_period} prøveperiode.,You will be charged after the %{plan_trial_period} trial.,You will be charged after the %{plan_trial_period} trial.
hp_v4.checkout.full_page.info.coupon.description,%{amount} kupong brukt,%{amount} coupon applied,%{amount} coupon applied
hp_v4.checkout.full_page.info.coupons.apply,Bruk kupong,Apply coupon,Apply coupon
hp_v4.checkout.full_page.info.coupons_applied,Kuponger brukt,Coupons applied,Coupons applied
hp_v4.checkout.full_page.info.credits_applicable,Kreditter tilgjengelig,Credits Applicable,Credits Applicable
hp_v4.checkout.full_page.info.credits_applied,Kreditter brukt,Credits applied,Credits applied
hp_v4.checkout.full_page.info.credits_generated,Kreditter generert,Credits generated,Credits generated
hp_v4.checkout.full_page.info.customer.account_details,Kontodetaljer,Account Details,Account Details
hp_v4.checkout.full_page.info.customer.email_address,E-postadresse,Email Address,Email Address
hp_v4.checkout.full_page.info.enter_password,Skriv inn passordet for kontoen,Enter the password for the account,Enter the password for the account
hp_v4.checkout.full_page.info.free_quantity.description,%{units} enheter gratis,%{units} units free,%{units} units free
hp_v4.checkout.full_page.info.item_type.addon,TILLEGG,ADDON,ADDON
hp_v4.checkout.full_page.info.item_type.charge,ENGANGS,ONE-TIME,ONE-TIME
hp_v4.checkout.full_page.info.item_type.plan,PLAN,PLAN,PLAN
hp_v4.checkout.full_page.info.metered_billing_desc,Belastes basert på bruk,Charged based on usage,Charged based on usage
hp_v4.checkout.full_page.info.metered_billing_disclaimer,Fremtidige kostnader vil være basert på bruk,Future charges will be based on usage,Future charges will be based on usage
hp_v4.checkout.full_page.info.order.edit,Rediger bestilling,Edit order,Edit order
hp_v4.checkout.full_page.info.order.your_order_summary,Bestillingsoversikt,Order summary,Order summary
hp_v4.checkout.full_page.info.order_summary.charge_now,Kan belastes nå,Chargeable now,Chargeable now
hp_v4.checkout.full_page.info.order_summary.next_charge,Blir belastet %{date},Charges on %{date},Charges on %{date}
hp_v4.checkout.full_page.info.order_summary.sub_total,Subtotal,Subtotal,Subtotal
hp_v4.checkout.full_page.info.order_summary.threeds_authorize,Jeg autoriserer %{organisation_name} til å lagre denne betalingsmetoden og automatisk belaste denne betalingsmetoden når et abonnement er tilknyttet den.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method whenever a subscription is associated with it.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method whenever a subscription is associated with it.
hp_v4.checkout.full_page.info.order_summary.threeds_non_trial,Du kan bli omdirigert til bankens side for 3D-sikkerhetsverifisering.,You may be redirected to your bank page for 3D secure verification.,You may be redirected to your bank page for 3D secure verification.
hp_v4.checkout.full_page.info.order_summary.threeds_trial,,"You may be redirected to your bank page for 3D secure verification for which a token amount may be charged,which will be fully refunded automatically.","You may be redirected to your bank page for 3D secure verification for which a token amount may be charged,which will be fully refunded automatically."
hp_v4.checkout.full_page.info.order_summary.total,Total,Total,Total
hp_v4.checkout.full_page.info.otp.enter,Skriv inn din sekssifrede verifikasjonskode,Enter your six digit verification code,Enter your six digit verification code
hp_v4.checkout.full_page.info.otp.resend_notify,Nytt engangspassord sendt til din e-postadresse,New one time password send to your email address,New one time password send to your email address
hp_v4.checkout.full_page.info.otp_email.description,Engangspassordet er gyldig i 5 minutter fra det er generert,The one time password is valid for 5 minutes from the time it is generated.,The one time password is valid for 5 minutes from the time it is generated.
hp_v4.checkout.full_page.info.otp_email.line,%{otp} er ditt engangspassord,%{otp} is your one time password,%{otp} is your one time password
hp_v4.checkout.full_page.info.otp_email.salutation,"Hei,","Hi there,","Hi there,"
hp_v4.checkout.full_page.info.otp_email.sent,Verifikasjonskode sendt. Sjekk e-posten din.,Verification code sent. Check your email.,Verification code sent. Check your email.
hp_v4.checkout.full_page.info.otp_email.subject,Ditt engangspassord (OTP),Your One Time Password (OTP),Your One Time Password (OTP)
hp_v4.checkout.full_page.info.otp_sms.description,%{otp} er ditt engangspassord. Engangspassordet er gyldig i 5 minutter fra det er generert.,%{otp} is your one time password. The one time password is valid for 5 minutes from the time it is generated.,%{otp} is your one time password. The one time password is valid for 5 minutes from the time it is generated.
hp_v4.checkout.full_page.info.password.enter,Skriv inn passordet ditt,Enter your password,Enter your password
hp_v4.checkout.full_page.info.payable_now,Betales nå,Payable now,Payable now
hp_v4.checkout.full_page.info.payment_method.consent,Jeg autoriserer %{organisation_name} til å lagre denne betalingsmetoden og automatisk belaste denne betalingsmetoden for fremtidige transaksjoner tilknyttet den.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method for any future transactions associated with it.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method for any future transactions associated with it.
hp_v4.checkout.full_page.info.payment_method.never_save,Din betalingsinformasjon vil ikke bli lagret i vårt system.,Your payment information will not be saved in our system.,Your payment information will not be saved in our system.
hp_v4.checkout.full_page.info.payment_method.opm_ach_credit_description,Du kan foreta betalingen til bankkontodetaljene som er oppgitt i fakturaen,You can make the payment to the bank account details present in the invoice,You can make the payment to the bank account details present in the invoice
hp_v4.checkout.full_page.info.payment_method.opm_bank_transfer_description,Du kan foreta betalingen til bankkontodetaljene som er oppgitt i fakturaen,You can make the payment to the bank account details present in the invoice,You can make the payment to the bank account details present in the invoice
hp_v4.checkout.full_page.info.payment_method.opm_cash_description,Du kan betale med kontanter,You can make the payment by cash,You can make the payment by cash
hp_v4.checkout.full_page.info.payment_method.opm_check_description,Du finner betalingsoverføringsdetaljene som en del av fakturaen,You can find the payment transfer details as part of the invoice,You can find the payment transfer details as part of the invoice
hp_v4.checkout.full_page.info.payment_method.opm_sepa_credit_description,Du kan foreta betalingen til bankkontodetaljene som er oppgitt i fakturaen,You can make the payment to the bank account details present in the invoice,You can make the payment to the bank account details present in the invoice
hp_v4.checkout.full_page.info.payment_method.replace_primary_source,Lagre dette for fremtidige transaksjoner,Save this for your future transactions,Save this for your future transactions
hp_v4.checkout.full_page.info.payment_method.replace_primary_source_desc,Dette vil erstatte din eksisterende betalingsmetode.,This will replace your existing payment method.,This will replace your existing payment method.
hp_v4.checkout.full_page.info.payment_method.save,Lagre dette til listen over betalingsmetoder,Save this to your list of payment methods,Save this to your list of payment methods
hp_v4.checkout.full_page.info.payment_method.save_desc,Du kan bruke denne betalingsmetoden for fremtidige transaksjoner.,You can use this payment method for your future transactions.,You can use this payment method for your future transactions.
hp_v4.checkout.full_page.info.payment_method_card_rbi_mandate,Kort utstedt i India kan belastes opp til maksimalt mandatbeløp for gjentakende abonnementsbetalinger så lenge mandatet er gyldig. Betalinger over maksimalt mandatbeløp krever OTP-verifisering.,Cards issued in India can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid. Payments above maximum mandate amount require OTP verification.,Cards issued in India can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid. Payments above maximum mandate amount require OTP verification.
hp_v4.checkout.full_page.info.payment_method_card_stripe_india_mandate,For kort utstedt i India sikrer en e-mandat automatiske gjentakende betalinger. Mandatet spesifiserer brede vilkår slik at variasjoner i gjentakende kostnader ikke krever din manuelle bekreftelse. Du vil bli belastet i henhold til planen du abonnerer på.,"For cards issued in India, an e-mandate ensures automatic recurring payments. The mandate specifies broad terms so variations in recurring charges do not require your manual confirmation. You will be charged according to the plan you subscribe to.","For cards issued in India, an e-mandate ensures automatic recurring payments. The mandate specifies broad terms so variations in recurring charges do not require your manual confirmation. You will be charged according to the plan you subscribe to."
hp_v4.checkout.full_page.info.payment_redirect,Du vil bli sendt til %{payment_method} for autentisering og deretter omdirigert hit for å bekrefte kjøpet ditt.,You will be directed to %{payment_method} for authentication and then redirected here to confirm your purchase.,You will be directed to %{payment_method} for authentication and then redirected here to confirm your purchase.
hp_v4.checkout.full_page.info.po_number,PO-nummer,PO Number,PO Number
hp_v4.checkout.full_page.info.promotional_credits,Promosjonskreditter,Promotional Credits,Promotional Credits
hp_v4.checkout.full_page.info.quantity,Antall,Qty,Qty
hp_v4.checkout.full_page.info.secure_chargebee_checkout,av Chargebee,by Chargebee,by Chargebee
hp_v4.checkout.full_page.info.secure_checkout_message,Sikker utsjekking,Secure Checkout,Secure Checkout
hp_v4.checkout.full_page.info.subscription.multiple_not_allowed,Du har allerede et abonnement hos oss,You already have a subscription with us,You already have a subscription with us
hp_v4.checkout.full_page.info.term.day,dag,day,day
hp_v4.checkout.full_page.info.term.days,dager,days,days
hp_v4.checkout.full_page.info.term.month,måned,month,month
hp_v4.checkout.full_page.info.term.months,måneder,months,months
hp_v4.checkout.full_page.info.term.week,uke,week,week
hp_v4.checkout.full_page.info.term.weeks,uker,weeks,weeks
hp_v4.checkout.full_page.info.term.year,år,year,year
hp_v4.checkout.full_page.info.term.years,år,years,years
hp_v4.checkout.full_page.info.thank_you.message,Vi har bygget et fantastisk forhold og håper å se deg tilbake i vår utsjekking,We have build an amazing relationship and hope to see you back in our Checkout,We have build an amazing relationship and hope to see you back in our Checkout
hp_v4.checkout.full_page.info.units,enheter,units,units
hp_v4.checkout.full_page.info.verification_sent,Verifikasjonskode sendt til,Verification code sent to,Verification code sent to
hp_v4.checkout.full_page.info.word.item,element,item,item
hp_v4.checkout.full_page.info.word.items,elementer,items,items
hp_v4.checkout.full_page.manage_payment.action.payment_method.add.title,Legg til betalingsmetode,Add payment method,Add payment method
hp_v4.checkout.full_page.manage_payment.action.payment_method.backup.remove,Fjern reserve betalingsmetode,Remove backup payment method,Remove backup payment method
hp_v4.checkout.full_page.manage_payment.action.payment_method.backup.set,Sett reserve betalingsmetode,Set backup payment method,Set backup payment method
hp_v4.checkout.full_page.manage_payment.action.payment_method.cancel,Avbryt,Cancel,Cancel
hp_v4.checkout.full_page.manage_payment.action.payment_method.choose.title,Velg en betalingsmetode,Choose a payment method,Choose a payment method
hp_v4.checkout.full_page.manage_payment.action.payment_method.choose_diff.title,Velg en annen betalingsmetode,Choose a different payment method,Choose a different payment method
hp_v4.checkout.full_page.manage_payment.action.payment_method.confirm,Bekreft,Confirm,Confirm
hp_v4.checkout.full_page.manage_payment.action.payment_method.edit,Rediger,Edit,Edit
hp_v4.checkout.full_page.manage_payment.action.payment_method.edit.title,Rediger betalingsmetode,Edit payment method,Edit payment method
hp_v4.checkout.full_page.manage_payment.action.payment_method.primary.set,Sett primær betalingsmetode,Set primary payment method,Set primary payment method
hp_v4.checkout.full_page.manage_payment.action.payment_method.remove,Fjern,Remove,Remove
hp_v4.checkout.full_page.manage_payment.action.payment_method.remove.title,Fjern betalingsmetode,Remove payment method,Remove payment method
hp_v4.checkout.full_page.manage_payment.action.payment_method.save,Lagre,Save,Save
hp_v4.checkout.full_page.manage_payment.action.payment_method.skip,Hopp over,Skip,Skip
hp_v4.checkout.full_page.manage_payment.action.payment_method.update.title,Oppdater betalingsmetode,Update payment method,Update payment method
hp_v4.checkout.full_page.manage_payment.action.role.backup.remove,Fjern reserve,Remove backup,Remove backup
hp_v4.checkout.full_page.manage_payment.action.role.backup.set,Sett reserve,Set backup,Set backup
hp_v4.checkout.full_page.manage_payment.action.role.primary.set,Sett primær,Set Primary,Set Primary
hp_v4.checkout.full_page.manage_payment.header.payment_method.add_new,Legg til ny betalingsmetode,Add new payment method,Add new payment method
hp_v4.checkout.full_page.manage_payment.header.payment_methods.title,Betalingsmetoder,Payment methods,Payment methods
hp_v4.checkout.full_page.manage_payment.info.payment_method.added.title,Betalingsmetode lagt til,Payment method added,Payment method added
hp_v4.checkout.full_page.manage_payment.info.payment_method.auto_payment.title,Alle dine automatiske betalinger vil bli belastet til denne metoden.,All your automatic payments will be charged to this method.,All your automatic payments will be charged to this method.
hp_v4.checkout.full_page.manage_payment.info.payment_method.backup,Reserve,Backup,Backup
hp_v4.checkout.full_page.manage_payment.info.payment_method.backup.fail.title,Reserver brukes når din primære betalingsmetode svikter.,Backups are used when your primary payment method fails.,Backups are used when your primary payment method fails.
hp_v4.checkout.full_page.manage_payment.info.payment_method.backup.removed,Reserve betalingsmetode fjernet,Backup payment method removed,Backup payment method removed
hp_v4.checkout.full_page.manage_payment.info.payment_method.backup.replace,Dette vil erstatte din nåværende reserve betalingsmetode,This will replace your current backup payment method,This will replace your current backup payment method
hp_v4.checkout.full_page.manage_payment.info.payment_method.backup.updated,Reserve betalingsmetode oppdatert,Backup payment method updated,Backup payment method updated
hp_v4.checkout.full_page.manage_payment.info.payment_method.expired,Utløpt,Expired,Expired
hp_v4.checkout.full_page.manage_payment.info.payment_method.primary,Primær,Primary,Primary
hp_v4.checkout.full_page.manage_payment.info.payment_method.primary.replace,Dette vil erstatte din nåværende primære betalingsmetode,This will replace your current primary payment method,This will replace your current primary payment method
hp_v4.checkout.full_page.manage_payment.info.payment_method.primary.updated,Primær betalingsmetode oppdatert,Primary payment method updated,Primary payment method updated
hp_v4.checkout.full_page.manage_payment.info.payment_method.remove.confirm,Er du sikker på at du vil fjerne denne betalingsmetoden?,Are you sure you want to remove this payment method?,Are you sure you want to remove this payment method?
hp_v4.checkout.full_page.manage_payment.info.payment_method.removed.title,Betalingsmetode fjernet,Payment method removed,Payment method removed
hp_v4.checkout.full_page.manage_payment.info.payment_method.set_as.title,Sett denne betalingsmetoden som,Set this payment method as,Set this payment method as
hp_v4.checkout.full_page.manage_payment.info.payment_method.updated.title,Betalingsmetode oppdatert,Payment method updated,Payment method updated
hp_v4.checkout.full_page.manage_payment.warn.payment_method.primary_fails.title,Dette vil være reserven hvis din primære betalingsmetode svikter.,This will be the backup if your primary payment method fails.,This will be the backup if your primary payment method fails.
hp_v4.checkout.full_page.place_holder.coupons.enter_code,Skriv inn kupongkode,Enter coupon code,Enter coupon code
hp_v4.checkout.full_page.place_holder.customer.enter_email,Skriv inn e-post,Enter email,Enter email
hp_v4.checkout.full_page.place_holder.otp.six_digit,Sekssifret OTP,Six-digit OTP,Six-digit OTP
hp_v4.checkout.full_page.place_holder.pick_your_country,Velg et land,Pick a Country,Pick a Country
hp_v4.checkout.full_page.place_holder.pick_your_option,Velg et alternativ,Pick a Option,Pick a Option
hp_v4.checkout.full_page.place_holder.pick_your_state,Velg en stat,Pick a State,Pick a State
hp_v4.checkout.full_page.place_holder.your_password,Passordet ditt,Your Password,Your Password
hp_v4.checkout.full_page.warn.abn.invalid,Ugyldig ABN,Invalid ABN,Invalid ABN
hp_v4.checkout.full_page.warn.abn.required,Vennligst skriv inn din ABN,Please Enter your ABN,Please Enter your ABN
hp_v4.checkout.full_page.warn.abn.undetermined,Kan ikke behandle ABN da ABN Lookup-serveren er nede.,Unable to process the ABN as the ABN Lookup server is down.,Unable to process the ABN as the ABN Lookup server is down.
hp_v4.checkout.full_page.warn.accept_terms_conditions,Du må godta vilkårene for å fortsette,You must accept the conditions to proceed,You must accept the conditions to proceed
hp_v4.checkout.full_page.warn.coupon_code.invalid,Ugyldig kupongkode,Invalid coupon code,Invalid coupon code
hp_v4.checkout.full_page.warn.empty.cart,Vi har ikke funnet noen varer i handlekurven din for utsjekking.,We have found no items added in your cart to checkout.,We have found no items added in your cart to checkout.
hp_v4.checkout.full_page.warn.field.required,Dette feltet er påkrevd,This field is required,This field is required
hp_v4.checkout.full_page.warn.otp.enter,Vennligst skriv inn din verifikasjonskode.,Please enter your verification code.,Please enter your verification code.
hp_v4.checkout.full_page.warn.password.enter,Vennligst skriv inn passordet ditt,Please enter your password,Please enter your password
hp_v4.checkout.full_page.warn.payment.enter,Vennligst oppgi dine betalingsdetaljer,Please provide your payment details,Please provide your payment details
hp_v4.checkout.full_page.warn.quantity.valid,Skriv inn gyldig mengde,Enter valid quantity,Enter valid quantity
hp_v4.checkout.full_page.warn.quantity_range.error,Mengden må være i området %{min}-%{max}.,Quantity must be in the range of %{min}-%{max}.,Quantity must be in the range of %{min}-%{max}.
hp_v4.checkout.full_page.warn.quantity_step.error,Mengden må være i området %{min}-%{max} med økninger på %{step}.,Quantity must be in the range of %{min}-%{max} with increments of %{step}.,Quantity must be in the range of %{min}-%{max} with increments of %{step}.
hp_v4.checkout.full_page.warn.vat.invalid,Ugyldig MVA-nummer,Invalid VAT Number,Invalid VAT Number
hp_v4.checkout.full_page.warn.vat.required,Vennligst skriv inn ditt MVA-nummer,Please Enter your VAT Number,Please Enter your VAT Number
hp_v4.checkout.full_page.warn.vat.undetermined,Kunne ikke validere MVA-nummer da VIES-tjenesten er utilgjengelig.,Could not validate VAT number as VIES service is unavailable.,Could not validate VAT number as VIES service is unavailable.
hp_v3.view_voucher.header.txt,Boletovoucher,Your boleto voucher,Your boleto voucher
hp_v3.view_voucher.email.sent,En kopi av din voucher er sendt til din e-postadresse.,A copy of your voucher has been sent to your Email ID.,A copy of your voucher has been sent to your Email ID.
