key,value,reference value,description
hp_v3.pm.agreement.bluesnap_ach,Jeg autoriserer denne elektroniske sjekktransaksjonen (ACH/ECP) og godtar denne belastningen av kontoen min,I authorize this Electronic Check (ACH/ECP) transaction and agree to this debit of my account.,I authorize this Electronic Check (ACH/ECP) transaction and agree to this debit of my account.
hp_v3.pm.agreement.gocardless_becs_2,"Be om og godkjenn at %{merchant_name}%{id} ordner, gjennom sin egen finansinstitusjon, en belastning til din nominerte konto for ethvert beløp %{merchant_name} har ansett betalbar av deg","Request and authorise %{merchant_name}%{id}to arrange, through its own financial institution, a debit to your nominated account any amount %{merchant_name} has deemed payable by you.","Request and authorise %{merchant_name} (%{authorisation_code}) to arrange, through its own financial institution, a debit to your nominated account any amount %{merchant_name} has deemed payable by you."
hp_v3.pm.agreement.gocardless_becs_1,Forespørsel og autorisasjon til å belaste kontoen nevnt nedenfor for å betale %{merchant_name},<b>Request and Authority to debit the account named below to pay %{merchant_name}.<b>,<b>Request and Authority to debit the account named below to pay %{merchant_name}.<b>
hp_v3.pm.agreement.bluesnap_sepa,"Ved å signere dette mandatskjemaet, gir du (A) %{merchant_name} tillatelse til å sende instruksjoner til banken din om å belaste kontoen din og (B) banken din til å belaste kontoen din i samsvar med instruksjonene fra %{merchant_name}. Som en del av dine rettigheter, har du rett til refusjon fra banken din under vilkårene og betingelsene i avtalen din med banken din. En refusjon må kreves innen 8 uker fra datoen kontoen din ble belastet","By signing this mandate form, you authorise (A) %{merchant_name} to send instructions to your bank to debit your account and (B) your bank to debit your account in accordance with the instructions from %{merchant_name}. As part of your rights, you are entitled to a refund from your bank under the terms and conditions of your agreement with your bank. A refund must be claimed within 8 weeks starting from the date on which your account was debited.","By signing this mandate form, you authorise (A) %{merchant_name} to send instructions to your bank to debit your account and (B) your bank to debit your account in accordance with the instructions from %{merchant_name}. As part of your rights, you are entitled to a refund from your bank under the terms and conditions of your agreement with your bank. A refund must be claimed within 8 weeks starting from the date on which your account was debited."
hp_v3.common.copied,Kopiert,Copied,Copied
hp_v3.direct_debit.suffix,Suffiks,Suffix,Suffix
hp_v3.direct_debit.account_holder_type.individual,Individuell,Individual,Individual
hp_v3.inapp_checkout.chargebee_checkout,av Chargebee,by Chargebee,Checkout is secured by chargebee
hp_v3.netbanking.ifsc_code,IFSC,IFSC,IFSC
hp_v3.inapp_checkout.email_address,E-postadresse,Email address,Email address
hp_v3.pm.authorized,Betaling autorisert,Payment Authorized,Payment Authorized
hp_v3.portal.subscription_status.paused,PAUSE,PAUSED,The subscription is in paused state
hp_v3.direct_debit.account_type,Kontotype,Account Type,Account Type
hp_v3.paynow.direct_debit.authorized,Direkte belastning autorisert,Direct Debit Authorized,Direct Debit Authorized
