key,value,reference value,description
inapp_checkout.gift_claim.subscription.header.edit,Edit gift subscription details,Edit gift subscription details,Edit gift subscription details
inapp_checkout.gift_claim.subscription.update,Update,Update,Update
inapp_checkout.gift_claim.subscription.next,Next,Next,Next
inapp_checkout.gift_claim.subscription.body_desc,,,
inapp_checkout.gift_claim.review.header,Claim your gift,Claim your gift,Claim your gift
inapp_checkout.gift_claim.review.btn.txt,Claim Gift,Claim Gift,Claim Gift
inapp_checkout.gift_claim.thankyou.header,,,
inapp_checkout.gift_claim.thankyou.body,,,
inapp_checkout.gift_claim.thankyou.close,CLOSE,CLOSE,CLOSE
inapp_checkout.gift_claim.cart.note.plan.no_trial,,,
inapp_checkout.gift_claim.review.note.plan.no_trial,,,
inapp_checkout.gift_claim.customer.note,,,
inapp_checkout.gift_claim.subscription.note,,,
inapp_checkout.gift_claim.shipping_address.note,,,
hp_v4.checkout.full_page.action.add,Add,Add,Add
hp_v4.checkout.full_page.action.cart.back,Back to cart,Back to cart,Back to cart
hp_v4.checkout.full_page.action.cart.next,Proceed To Checkout,Proceed To Checkout,Proceed To Checkout
hp_v4.checkout.full_page.action.cart.remove,Remove,Remove,Remove
hp_v4.checkout.full_page.action.cart_item.hide_details,Hide Details,Hide Details,Hide Details
hp_v4.checkout.full_page.action.cart_item.see_details,See Details,See Details,See Details
hp_v4.checkout.full_page.action.change.payment_method,Change your payment method,Change your payment method,Change your payment method
hp_v4.checkout.full_page.action.copy_billing_address_to_card,Use my billing address as card address,Use my billing address as card address,Use my billing address as card address
hp_v4.checkout.full_page.action.copy_shipping_address_to_card,Use my shipping address as card address,Use my shipping address as card address,Use my shipping address as card address
hp_v4.checkout.full_page.action.coupons.apply,Apply,Apply,Apply
hp_v4.checkout.full_page.action.direct_debit.confirm_and_pay,Confirm and Pay,Confirm and Pay,Confirm and Pay
hp_v4.checkout.full_page.action.direct_debit.edit,Edit,Edit,Edit
hp_v4.checkout.full_page.action.direct_debit.enter_iban,Enter IBAN,Enter IBAN,Enter IBAN
hp_v4.checkout.full_page.action.direct_debit.enter_local_details,Enter local bank details,Enter local bank details,Enter local bank details
hp_v4.checkout.full_page.action.direct_debit.got_it,Got it,Got it,Got it
hp_v4.checkout.full_page.action.future_charges.see,Future charges,Future charges,Future charges
hp_v4.checkout.full_page.action.login,Login,Login,Login
hp_v4.checkout.full_page.action.login.use_another_account,Use another account,Use another account,Use another account
hp_v4.checkout.full_page.action.new.payment_method.add,Add new payment method,Add new payment method,Add new payment method
hp_v4.checkout.full_page.action.new.shipping_address.add,Add new shipping address,Add new shipping address,Add new shipping address
hp_v4.checkout.full_page.action.next,Next,Next,Next
hp_v4.checkout.full_page.action.order.pay_amount,Pay %{amount},Pay %{amount},Pay %{amount}
hp_v4.checkout.full_page.action.order.pay_and_subscribe,Pay %{amount} &amp; subscribe,Pay %{amount} & subscribe,Pay %{amount} & subscribe
hp_v4.checkout.full_page.action.order.subscribe,Subscribe,Subscribe,Subscribe
hp_v4.checkout.full_page.action.order_summary.back,Back to order summary,Back to order summary,Back to order summary
hp_v4.checkout.full_page.action.otp.login,Log in using verification code,Log in using verification code,Log in using verification code
hp_v4.checkout.full_page.action.otp.resend,Resend verification code,Resend verification code,Resend verification code
hp_v4.checkout.full_page.action.password.enter_instead,Enter password instead,Enter password instead,Enter password instead
hp_v4.checkout.full_page.action.payment_method.edit,Edit your payment method,Edit your payment method,Edit your payment method
hp_v4.checkout.full_page.action.payment_method.update,Update payment method,Update payment method,Update payment method
hp_v4.checkout.full_page.action.proceed,Proceed,Proceed,Proceed
hp_v4.checkout.full_page.action.ship_to_my_billing_address,Shipping address is the same as my billing address,Shipping address is the same as my billing address,Shipping address is the same as my billing address
hp_v4.checkout.full_page.action.site.back,Back to site,Back to site,Back to site
hp_v4.checkout.full_page.direct_debit.ach.setup,Set up ACH,Set up ACH,Set up ACH
hp_v4.checkout.full_page.direct_debit.ending,ending,ending,ending
hp_v4.checkout.full_page.header.billing_address.title,Billing Address,Billing Address,Billing Address
hp_v4.checkout.full_page.header.card.title,Card,Card,Card
hp_v4.checkout.full_page.header.checkout.title,Checkout,Checkout,Checkout
hp_v4.checkout.full_page.header.choose_payment.title,Payment,Payment,Payment
hp_v4.checkout.full_page.header.customer.title,Account Details,Account Details,Account Details
hp_v4.checkout.full_page.header.invoice.title,Purchase details,Purchase details,Purchase details
hp_v4.checkout.full_page.header.order.summary,Order summary,Order summary,Order summary
hp_v4.checkout.full_page.header.order.title,Your cart,Your cart,Your cart
hp_v4.checkout.full_page.header.payment_method.title,Payment Details,Payment Details,Payment Details
hp_v4.checkout.full_page.header.recommended_addons.title,Recommended addons,Recommended addons,Recommended addons
hp_v4.checkout.full_page.header.shipping_address.title,Shipping Address,Shipping Address,Shipping Address
hp_v4.checkout.full_page.header.subscription.title,Subscription details,Subscription details,Subscription details
hp_v4.checkout.full_page.header.thank_you.title,Thank you for your order,Thank you for your order,Thank you for your order
hp_v4.checkout.full_page.info.address,Address,Address,Address
hp_v4.checkout.full_page.info.cart.next_charge,Next charge on %{date},Next charge on %{date},Next charge on %{date}
hp_v4.checkout.full_page.info.cart.pay_now,Pay now,Pay now,Pay now
hp_v4.checkout.full_page.info.cart.trial_info,You will be charged after the %{plan_trial_period} trial.,You will be charged after the %{plan_trial_period} trial.,You will be charged after the %{plan_trial_period} trial.
hp_v4.checkout.full_page.info.coupon.description,%{amount} coupon applied,%{amount} coupon applied,%{amount} coupon applied
hp_v4.checkout.full_page.info.coupons.apply,Apply coupon,Apply coupon,Apply coupon
hp_v4.checkout.full_page.info.coupons_applied,Coupons applied,Coupons applied,Coupons applied
hp_v4.checkout.full_page.info.credits_applicable,Credits Applicable,Credits Applicable,Credits Applicable
hp_v4.checkout.full_page.info.credits_applied,Credits applied,Credits applied,Credits applied
hp_v4.checkout.full_page.info.credits_generated,Credits generated,Credits generated,Credits generated
hp_v4.checkout.full_page.info.customer.account_details,Account Details,Account Details,Account Details
hp_v4.checkout.full_page.info.customer.email_address,Email Address,Email Address,Email Address
hp_v4.checkout.full_page.info.enter_password,Enter the password for the account,Enter the password for the account,Enter the password for the account
hp_v4.checkout.full_page.info.free_quantity.description,%{units} units free,%{units} units free,%{units} units free
hp_v4.checkout.full_page.info.item_type.addon,ADDON,ADDON,ADDON
hp_v4.checkout.full_page.info.item_type.charge,ONE-TIME,ONE-TIME,ONE-TIME
hp_v4.checkout.full_page.info.item_type.plan,PLAN,PLAN,PLAN
hp_v4.checkout.full_page.info.metered_billing_desc,Charged based on usage,Charged based on usage,Charged based on usage
hp_v4.checkout.full_page.info.metered_billing_disclaimer,Future charges will be based on usage,Future charges will be based on usage,Future charges will be based on usage
hp_v4.checkout.full_page.info.order.edit,Edit order,Edit order,Edit order
hp_v4.checkout.full_page.info.order.your_order_summary,Order summary,Order summary,Order summary
hp_v4.checkout.full_page.info.order_summary.charge_now,Chargeable now,Chargeable now,Chargeable now
hp_v4.checkout.full_page.info.order_summary.next_charge,Charges on %{date},Charges on %{date},Charges on %{date}
hp_v4.checkout.full_page.info.order_summary.sub_total,Subtotal,Subtotal,Subtotal
hp_v4.checkout.full_page.info.order_summary.threeds_authorize,I authorize %{organisation_name} to save this payment method and automatically charge this payment method whenever a subscription is associated with it.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method whenever a subscription is associated with it.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method whenever a subscription is associated with it.
hp_v4.checkout.full_page.info.order_summary.threeds_non_trial,You may be redirected to your bank page for 3D secure verification.,You may be redirected to your bank page for 3D secure verification.,You may be redirected to your bank page for 3D secure verification.
hp_v4.checkout.full_page.info.order_summary.threeds_trial,"You may be redirected to your bank page for 3D secure verification for which a token amount may be charged,which will be fully refunded automatically.","You may be redirected to your bank page for 3D secure verification for which a token amount may be charged,which will be fully refunded automatically.","You may be redirected to your bank page for 3D secure verification for which a token amount may be charged,which will be fully refunded automatically."
hp_v4.checkout.full_page.info.order_summary.total,Total,Total,Total
hp_v4.checkout.full_page.info.otp.enter,Enter your six digit verification code,Enter your six digit verification code,Enter your six digit verification code
hp_v4.checkout.full_page.info.otp.resend_notify,New one time password send to your email address,New one time password send to your email address,New one time password send to your email address
hp_v4.checkout.full_page.info.otp_email.description,The one time password is valid for 5 minutes from the time it is generated.,The one time password is valid for 5 minutes from the time it is generated.,The one time password is valid for 5 minutes from the time it is generated.
hp_v4.checkout.full_page.info.otp_email.line,%{otp} is your one time password,%{otp} is your one time password,%{otp} is your one time password
hp_v4.checkout.full_page.info.otp_email.salutation,"Hi there,","Hi there,","Hi there,"
hp_v4.checkout.full_page.info.otp_email.sent,Verification code sent. Check your email.,Verification code sent. Check your email.,Verification code sent. Check your email.
hp_v4.checkout.full_page.info.otp_email.subject,Your One Time Password (OTP),Your One Time Password (OTP),Your One Time Password (OTP)
hp_v4.checkout.full_page.info.otp_sms.description,%{otp} is your one time password. The one time password is valid for 5 minutes from the time it is generated.,%{otp} is your one time password. The one time password is valid for 5 minutes from the time it is generated.,%{otp} is your one time password. The one time password is valid for 5 minutes from the time it is generated.
hp_v4.checkout.full_page.info.password.enter,Enter your password,Enter your password,Enter your password
hp_v4.checkout.full_page.info.payable_now,Payable now,Payable now,Payable now
hp_v4.checkout.full_page.info.payment_method.consent,I authorize %{organisation_name} to save this payment method and automatically charge this payment method for any future transactions associated with it.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method for any future transactions associated with it.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method for any future transactions associated with it.
hp_v4.checkout.full_page.info.payment_method.never_save,Your payment information will not be saved in our system.,Your payment information will not be saved in our system.,Your payment information will not be saved in our system.
hp_v4.checkout.full_page.info.payment_method.opm_ach_credit_description,You can make the payment to the bank account details present in the invoice,You can make the payment to the bank account details present in the invoice,You can make the payment to the bank account details present in the invoice
hp_v4.checkout.full_page.info.payment_method.opm_bank_transfer_description,You can make the payment to the bank account details present in the invoice,You can make the payment to the bank account details present in the invoice,You can make the payment to the bank account details present in the invoice
hp_v4.checkout.full_page.info.payment_method.opm_cash_description,You can make the payment by cash,You can make the payment by cash,You can make the payment by cash
hp_v4.checkout.full_page.info.payment_method.opm_check_description,You can find the payment transfer details as part of the invoice,You can find the payment transfer details as part of the invoice,You can find the payment transfer details as part of the invoice
hp_v4.checkout.full_page.info.payment_method.opm_sepa_credit_description,You can make the payment to the bank account details present in the invoice,You can make the payment to the bank account details present in the invoice,You can make the payment to the bank account details present in the invoice
hp_v4.checkout.full_page.info.payment_method.replace_primary_source,Save this for your future transactions,Save this for your future transactions,Save this for your future transactions
hp_v4.checkout.full_page.info.payment_method.replace_primary_source_desc,This will replace your existing payment method.,This will replace your existing payment method.,This will replace your existing payment method.
hp_v4.checkout.full_page.info.payment_method.save,Save this to your list of payment methods,Save this to your list of payment methods,Save this to your list of payment methods
hp_v4.checkout.full_page.info.payment_method.save_desc,You can use this payment method for your future transactions.,You can use this payment method for your future transactions.,You can use this payment method for your future transactions.
hp_v4.checkout.full_page.info.payment_method_card_rbi_mandate,Cards issued in India can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid. Payments above maximum mandate amount require OTP verification.,Cards issued in India can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid. Payments above maximum mandate amount require OTP verification.,Cards issued in India can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid. Payments above maximum mandate amount require OTP verification.
hp_v4.checkout.full_page.info.payment_method_card_stripe_india_mandate,"For cards issued in India, an e-mandate ensures automatic recurring payments. The mandate specifies broad terms so variations in recurring charges do not require your manual confirmation. You will be charged according to the plan you subscribe to.","For cards issued in India, an e-mandate ensures automatic recurring payments. The mandate specifies broad terms so variations in recurring charges do not require your manual confirmation. You will be charged according to the plan you subscribe to.","For cards issued in India, an e-mandate ensures automatic recurring payments. The mandate specifies broad terms so variations in recurring charges do not require your manual confirmation. You will be charged according to the plan you subscribe to."
hp_v4.checkout.full_page.info.payment_redirect,You will be directed to %{payment_method} for authentication and then redirected here to confirm your purchase.,You will be directed to %{payment_method} for authentication and then redirected here to confirm your purchase.,You will be directed to %{payment_method} for authentication and then redirected here to confirm your purchase.
hp_v4.checkout.full_page.info.po_number,PO Number,PO Number,PO Number
hp_v4.checkout.full_page.info.promotional_credits,Promotional Credits,Promotional Credits,Promotional Credits
hp_v4.checkout.full_page.info.quantity,Qty,Qty,Qty
hp_v4.checkout.full_page.info.secure_chargebee_checkout,by Chargebee,by Chargebee,by Chargebee
hp_v4.checkout.full_page.info.secure_checkout_message,Secure Checkout,Secure Checkout,Secure Checkout
hp_v4.checkout.full_page.info.subscription.multiple_not_allowed,You already have a subscription with us,You already have a subscription with us,You already have a subscription with us
hp_v4.checkout.full_page.info.term.day,day,day,day
hp_v4.checkout.full_page.info.term.days,days,days,days
hp_v4.checkout.full_page.info.term.month,month,month,month
hp_v4.checkout.full_page.info.term.months,months,months,months
hp_v4.checkout.full_page.info.term.week,week,week,week
hp_v4.checkout.full_page.info.term.weeks,weeks,weeks,weeks
hp_v4.checkout.full_page.info.term.year,year,year,year
hp_v4.checkout.full_page.info.term.years,years,years,years
hp_v4.checkout.full_page.info.thank_you.message,We have build an amazing relationship and hope to see you back in our Checkout,We have build an amazing relationship and hope to see you back in our Checkout,We have build an amazing relationship and hope to see you back in our Checkout
hp_v4.checkout.full_page.info.units,units,units,units
hp_v4.checkout.full_page.info.verification_sent,Verification code sent to,Verification code sent to,Verification code sent to
hp_v4.checkout.full_page.info.word.item,item,item,item
hp_v4.checkout.full_page.info.word.items,items,items,items
hp_v4.checkout.full_page.manage_payment.action.payment_method.add.title,Add payment method,Add payment method,Add payment method
hp_v4.checkout.full_page.manage_payment.action.payment_method.backup.remove,Remove backup payment method,Remove backup payment method,Remove backup payment method
hp_v4.checkout.full_page.manage_payment.action.payment_method.backup.set,Set backup payment method,Set backup payment method,Set backup payment method
hp_v4.checkout.full_page.manage_payment.action.payment_method.cancel,Cancel,Cancel,Cancel
hp_v4.checkout.full_page.manage_payment.action.payment_method.choose.title,Choose a payment method,Choose a payment method,Choose a payment method
hp_v4.checkout.full_page.manage_payment.action.payment_method.choose_diff.title,Choose a different payment method,Choose a different payment method,Choose a different payment method
hp_v4.checkout.full_page.manage_payment.action.payment_method.confirm,Confirm,Confirm,Confirm
hp_v4.checkout.full_page.manage_payment.action.payment_method.edit,Edit,Edit,Edit
hp_v4.checkout.full_page.manage_payment.action.payment_method.edit.title,Edit payment method,Edit payment method,Edit payment method
hp_v4.checkout.full_page.manage_payment.action.payment_method.primary.set,Set primary payment method,Set primary payment method,Set primary payment method
hp_v4.checkout.full_page.manage_payment.action.payment_method.remove,Remove,Remove,Remove
hp_v4.checkout.full_page.manage_payment.action.payment_method.remove.title,Remove payment method,Remove payment method,Remove payment method
hp_v4.checkout.full_page.manage_payment.action.payment_method.save,Save,Save,Save
hp_v4.checkout.full_page.manage_payment.action.payment_method.skip,Skip,Skip,Skip
hp_v4.checkout.full_page.manage_payment.action.payment_method.update.title,Update payment method,Update payment method,Update payment method
hp_v4.checkout.full_page.manage_payment.action.role.backup.remove,Remove backup,Remove backup,Remove backup
hp_v4.checkout.full_page.manage_payment.action.role.backup.set,Set backup,Set backup,Set backup
hp_v4.checkout.full_page.manage_payment.action.role.primary.set,Set Primary,Set Primary,Set Primary
hp_v4.checkout.full_page.manage_payment.header.payment_method.add_new,Add new payment method,Add new payment method,Add new payment method
hp_v4.checkout.full_page.manage_payment.header.payment_methods.title,Payment methods,Payment methods,Payment methods
hp_v4.checkout.full_page.manage_payment.info.payment_method.added.title,Payment method added,Payment method added,Payment method added
hp_v4.checkout.full_page.manage_payment.info.payment_method.auto_payment.title,All your automatic payments will be charged to this method.,All your automatic payments will be charged to this method.,All your automatic payments will be charged to this method.
hp_v4.checkout.full_page.manage_payment.info.payment_method.backup,Backup,Backup,Backup
hp_v4.checkout.full_page.manage_payment.info.payment_method.backup.fail.title,Backups are used when your primary payment method fails.,Backups are used when your primary payment method fails.,Backups are used when your primary payment method fails.
hp_v4.checkout.full_page.manage_payment.info.payment_method.backup.removed,Backup payment method removed,Backup payment method removed,Backup payment method removed
hp_v4.checkout.full_page.manage_payment.info.payment_method.backup.replace,This will replace your current backup payment method,This will replace your current backup payment method,This will replace your current backup payment method
hp_v4.checkout.full_page.manage_payment.info.payment_method.backup.updated,Backup payment method updated,Backup payment method updated,Backup payment method updated
hp_v4.checkout.full_page.manage_payment.info.payment_method.expired,Expired,Expired,Expired
hp_v4.checkout.full_page.manage_payment.info.payment_method.primary,Primary,Primary,Primary
hp_v4.checkout.full_page.manage_payment.info.payment_method.primary.replace,This will replace your current primary payment method,This will replace your current primary payment method,This will replace your current primary payment method
hp_v4.checkout.full_page.manage_payment.info.payment_method.primary.updated,Primary payment method updated,Primary payment method updated,Primary payment method updated
hp_v4.checkout.full_page.manage_payment.info.payment_method.remove.confirm,Are you sure you want to remove this payment method?,Are you sure you want to remove this payment method?,Are you sure you want to remove this payment method?
hp_v4.checkout.full_page.manage_payment.info.payment_method.removed.title,Payment method removed,Payment method removed,Payment method removed
hp_v4.checkout.full_page.manage_payment.info.payment_method.set_as.title,Set this payment method as,Set this payment method as,Set this payment method as
hp_v4.checkout.full_page.manage_payment.info.payment_method.updated.title,Payment method updated,Payment method updated,Payment method updated
hp_v4.checkout.full_page.manage_payment.warn.payment_method.primary_fails.title,This will be the backup if your primary payment method fails.,This will be the backup if your primary payment method fails.,This will be the backup if your primary payment method fails.
hp_v4.checkout.full_page.place_holder.coupons.enter_code,Enter coupon code,Enter coupon code,Enter coupon code
hp_v4.checkout.full_page.place_holder.customer.enter_email,Enter email,Enter email,Enter email
hp_v4.checkout.full_page.place_holder.otp.six_digit,Six-digit OTP,Six-digit OTP,Six-digit OTP
hp_v4.checkout.full_page.place_holder.pick_your_country,Pick a Country,Pick a Country,Pick a Country
hp_v4.checkout.full_page.place_holder.pick_your_option,Pick a Option,Pick a Option,Pick a Option
hp_v4.checkout.full_page.place_holder.pick_your_state,Pick a State,Pick a State,Pick a State
hp_v4.checkout.full_page.place_holder.your_password,Your Password,Your Password,Your Password
hp_v4.checkout.full_page.warn.abn.invalid,Invalid ABN,Invalid ABN,Invalid ABN
hp_v4.checkout.full_page.warn.abn.required,Please Enter your ABN,Please Enter your ABN,Please Enter your ABN
hp_v4.checkout.full_page.warn.abn.undetermined,Unable to process the ABN as the ABN Lookup server is down.,Unable to process the ABN as the ABN Lookup server is down.,Unable to process the ABN as the ABN Lookup server is down.
hp_v4.checkout.full_page.warn.accept_terms_conditions,You must accept the conditions to proceed,You must accept the conditions to proceed,You must accept the conditions to proceed
hp_v4.checkout.full_page.warn.coupon_code.invalid,Invalid coupon code,Invalid coupon code,Invalid coupon code
hp_v4.checkout.full_page.warn.empty.cart,We have found no items added in your cart to checkout.,We have found no items added in your cart to checkout.,We have found no items added in your cart to checkout.
hp_v4.checkout.full_page.warn.field.required,This field is required,This field is required,This field is required
hp_v4.checkout.full_page.warn.otp.enter,Please enter your verification code.,Please enter your verification code.,Please enter your verification code.
hp_v4.checkout.full_page.warn.password.enter,Please enter your password,Please enter your password,Please enter your password
hp_v4.checkout.full_page.warn.payment.enter,Please provide your payment details,Please provide your payment details,Please provide your payment details
hp_v4.checkout.full_page.warn.quantity.valid,Enter valid quantity,Enter valid quantity,Enter valid quantity
hp_v4.checkout.full_page.warn.quantity_range.error,Quantity must be in the range of %{min}-%{max}.,Quantity must be in the range of %{min}-%{max}.,Quantity must be in the range of %{min}-%{max}.
hp_v4.checkout.full_page.warn.quantity_step.error,Quantity must be in the range of %{min}-%{max} with increments of %{step}.,Quantity must be in the range of %{min}-%{max} with increments of %{step}.,Quantity must be in the range of %{min}-%{max} with increments of %{step}.
hp_v4.checkout.full_page.warn.vat.invalid,Invalid VAT Number,Invalid VAT Number,Invalid VAT Number
hp_v4.checkout.full_page.warn.vat.required,Please Enter your VAT Number,Please Enter your VAT Number,Please Enter your VAT Number
hp_v4.checkout.full_page.warn.vat.undetermined,Could not validate VAT number as VIES service is unavailable.,Could not validate VAT number as VIES service is unavailable.,Could not validate VAT number as VIES service is unavailable.
hp_v3.view_voucher.header.txt,Your boleto voucher,Your boleto voucher,Your boleto voucher
hp_v3.view_voucher.email.sent,A copy of your voucher has been sent to your Email ID.,A copy of your voucher has been sent to your Email ID.,A copy of your voucher has been sent to your Email ID.
hp_v3.view_voucher.download.pdf,Download PDF,Download PDF,Download PDF
hp_v3.view_voucher.copy.number,Copy Number,Copy Number,Copy Number
hp_v3.view_voucher.copy.link,Copy link for sharing,Copy link for sharing,Copy link for sharing
hp_v3.view_voucher.boleto.number,Boleto Number,Boleto Number,Boleto Number
hp_v3.view_voucher.expires.at,Expires at,Expires at,Expires at
